"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL135387";"";"0";"392.55";"0";"3.58";"11";"O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccn3)CC2)CC1)c1ccccc1";"EC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL671809";"In vitro inhibition of forskolin-stimulated cAMP accumulation in GH4C1 cells transfected with the human Dopamine D2 receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"GH4-C1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127428";"1";"Scientific Literature";"J. Med. Chem.";"1994";"CHEMBL3307497";""
"CHEMBL4551448";"";"0";"364.45";"0";"2.71";"62";"Cc1ccc2[nH]c(C(=O)N3CCN(CCOc4cccnc4)CC3)cc2c1";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL1806874";"";"0";"467.70";"1";"6.84";"(-)-15";"CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CCCCC2CCSS2)c1-3";"EC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1811744";"Agonist activity at dopamine D2 receptor expressed in HEK293 cells assessed as stimulation of [35S]GTPgammaS binding after 30 mins";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806354";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL3800468";"";"0";"488.58";"0";"4.12";"(S)-1";"COc1cc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3801490";"Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797035";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL45244";"PD-168,077";"0";"334.42";"0";"2.38";"2";"Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL212075";"";"0";"430.55";"0";"4.36";"29a";"Cc1ccc(OCc2ccccc2)c(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL3943838";"";"0";"462.42";"0";"4.65";"BDBM185678";"O=C1NCCc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc21";"EC50";"'='";"6.2";"nM";"8.21";"";"334966";"UO_0000065";"17.75";"0.36";"3.56";"18.32";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2165116";"";"0";"405.33";"0";"4.46";"BDBM50395572";"Clc1cccc(N2CCN(CCCOc3ccc4cn[nH]c4c3)CC2)c1Cl";"EC50";"'='";"59.0";"nM";"7.23";"";"334980";"UO_0000065";"17.84";"0.37";"2.77";"16.29";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3613875";"";"0";"498.42";"0";"4.18";"45";"O=Cc1cnn2ccc(-n3cc(CCCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12";"EC50";"'='";"691.83";"nM";"6.16";"";"";"UO_0000065";"12.36";"0.25";"1.98";"8.61";"False";"CHEMBL3614297";"Activity at dopamine D2S receptor (unknown origin) expressed in HEK293 cell membranes co-expressing Galpha protein subunit Galphao1 by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3983588";"";"0";"450.54";"0";"2.88";"BDBM185695";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCC(=O)N5)CC3)cc2N1";"EC50";"'='";"1.8";"nM";"8.74";"";"334959";"UO_0000065";"19.41";"0.36";"5.86";"10.52";"False";"CHEMBL3887360";"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"CHEMBL3706569";""
"CHEMBL214954";"";"0";"344.85";"0";"3.13";"18a";"O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL3613878";"";"0";"442.35";"0";"3.59";"55";"Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3614301";"Activity at pro-link-tagged D2S-ARMS2PK2 (unknown origin) expressed in HEK293 cells by beta-arrestin-2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3394273";"";"0";"359.47";"0";"2.67";"38b";"CC(C)(C)OC(=O)N1CCCN(CCc2cccc3c2CC(=O)N3)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3396204";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL4455487";"";"0";"380.45";"0";"2.41";"37";"COc1ccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)cc1";"EC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4581806";"";"0";"346.47";"0";"2.80";"42";"COc1ccc(OCCN2CCN(C(=O)C3CCCCC3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL385230";"";"0";"344.85";"0";"3.13";"18b";"O/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL213097";"";"0";"373.88";"0";"3.59";"71a";"CO/N=C(\CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL4070196";"";"0";"527.45";"2";"5.06";"2";"NC(=O)c1cccc(-c2cccc(OC(=O)NCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2)c1";"EC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"14.95";"0.30";"2.83";"8.97";"False";"CHEMBL4008740";"Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007414";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3918805";"";"0";"448.39";"0";"4.86";"BDBM185677";"O=C1CCc2ccc(OCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"EC50";"'='";"6.1";"nM";"8.21";"";"334936";"UO_0000065";"18.32";"0.37";"3.35";"18.33";"False";"CHEMBL3887360";"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"CHEMBL3706569";""
"CHEMBL3937643";"";"0";"410.52";"0";"2.96";"BDBM185694";"COc1ccccc1N1CCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1";"EC50";"'='";"17.0";"nM";"7.77";"";"334997";"UO_0000065";"18.93";"0.35";"4.81";"11.61";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL248595";"";"0";"221.30";"0";"2.18";"27";"CCCN1CCO[C@@H](c2cccc(O)c2)C1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL942047";"Agonist activity at human recombinant dopamine D2 receptor expressed in rat pituitary cells assessed as inhibition of forskolin-stimulated cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Pituitary gland cell";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3988382";""
"CHEMBL3394256";"";"0";"794.84";"2";"4.13";"17b";"CCCN(CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F";"EC50";"'='";"204.0";"nM";"6.69";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3396204";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL210101";"";"0";"357.89";"0";"4.36";"70a";"CO/N=C(\CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL3099236";"";"0";"398.33";"0";"2.89";"25";"CCCN1C[C@H](Cn2cc(Cl)cn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl";"EC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3100268";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as increase of forskolin-induced cAMP production after 20 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098045";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"227.0";"nM";"6.64";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2388575";"Agonist activity at human dopamine D2L receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384946";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3903542";"";"0";"502.49";"2";"5.89";"BDBM185690";"O=C1CCc2ccc(OCC3CCC(CN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1";"EC50";"'='";"2100.0";"nM";"5.68";"";"334986";"UO_0000065";"11.30";"0.23";"-0.21";"12.67";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL215450";"";"0";"372.90";"0";"3.61";"66b";"CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL2165116";"";"0";"405.33";"0";"4.46";"BDBM50395572";"Clc1cccc(N2CCN(CCCOc3ccc4cn[nH]c4c3)CC2)c1Cl";"EC50";"'='";"9.7";"nM";"8.01";"";"334949";"UO_0000065";"19.77";"0.41";"3.55";"18.05";"False";"CHEMBL3887360";"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"CHEMBL3706569";""
"CHEMBL1077344";"";"0";"321.85";"0";"3.46";"4";"O=C1N(CCN2CCCCCC2)CCN1c1cccc(Cl)c1";"EC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1106075";"Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155385";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL3287403";"";"0";"462.38";"0";"4.43";"8b, s-cis isomer";"O/N=C/c1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12";"EC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3293227";"Agonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells co-expressing Galphai2 after 30 mins by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286313";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL4457171";"";"0";"389.57";"0";"4.12";"(-)-8a, D-593";"CCCN(CCCCCc1ccc(O)c(O)c1)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"22.9";"nM";"7.64";"";"";"UO_0000065";"19.61";"0.39";"3.52";"9.25";"False";"CHEMBL4430336";"Agonist activity at human D2 dopamine receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428089";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL3125987";"";"0";"505.73";"1";"4.79";"(-)-8b";"CCCN(CCN1CCN(c2ccc(-c3cccc(OC)c3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"36.8";"nM";"7.43";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3132531";"Partial agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124863";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
